/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 100 -p recordcount=1000000000 -p operationcount=999900000 -target 12000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 100 -p recordcount=1000000000 -p operationcount=999900000 -target 12000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-08 14:30:55:458 0 sec: 0 operations; est completion in 0 second 
14:30:55.578 [Thread-9] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
14:30:55.578 [Thread-9] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-m-calibration-shard-00-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-00-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-01-02.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-00.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-01.w3sa1.mongodb.net:27016,mongodb-m-calibration-shard-02-02.w3sa1.mongodb.net:27016/?ssl=true&authSource=admin&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-08 14:31:05:443 10 sec: 115970 operations; 11597 current ops/sec; est completion in 23 hours 56 minutes [READ: Count=110174, Max=1701887, Min=1367, Avg=6304.19, 90=7243, 99=55071, 99.9=140671, 99.99=1685503] [UPDATE: Count=5829, Max=1695743, Min=3874, Avg=16611.68, 90=31423, 99=79167, 99.9=135679, 99.99=1687551] 
2023-05-08 14:37:15:443 380 sec: 4555975 operations; 12000 current ops/sec; est completion in 23 hours 3 minutes [READ: Count=113853, Max=31087, Min=1347, Avg=2459.51, 90=3229, 99=6235, 99.9=13127, 99.99=23151] [UPDATE: Count=6150, Max=71935, Min=3926, Avg=7404.46, 90=9623, 99=31263, 99.9=46335, 99.99=67199] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
Nothing updated for key user749859055
2023-05-08 14:37:25:443 390 sec: 4675971 operations; 11999.6 current ops/sec; est completion in 23 hours 3 minutes [READ: Count=114067, Max=20591, Min=1310, Avg=2380.18, 90=3107, 99=4955, 99.9=9023, 99.99=14191] [UPDATE-FAILED: Count=1, Max=3817, Min=3816, Avg=3817, 90=3817, 99=3817, 99.9=3817, 99.99=3817] [UPDATE: Count=5924, Max=24079, Min=3808, Avg=6640.89, 90=8655, 99=13207, 99.9=20095, 99.99=23423] [READ-FAILED: Count=1, Max=1900, Min=1900, Avg=1900, 90=1900, 99=1900, 99.9=1900, 99.99=1900] 
2023-05-08 14:37:35:443 400 sec: 4795971 operations; 12000 current ops/sec; est completion in 23 hours 3 minutes [READ: Count=114153, Max=47999, Min=1310, Avg=2413.88, 90=3173, 99=5263, 99.9=10199, 99.99=18431] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5843, Max=29759, Min=3822, Avg=6756.28, 90=8847, 99=13951, 99.9=22479, 99.99=24495] [READ-FAILED: Count=1, Max=1690, Min=1690, Avg=1690, 90=1690, 99=1690, 99.9=1690, 99.99=1690] 
2023-05-08 14:37:45:443 410 sec: 4915969 operations; 11999.8 current ops/sec; est completion in 23 hours 3 minutes [READ: Count=113980, Max=34687, Min=1306, Avg=2526.26, 90=3439, 99=6371, 99.9=12095, 99.99=19855] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6023, Max=45983, Min=3944, Avg=7521.31, 90=10359, 99=19215, 99.9=31007, 99.99=45631] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:37:55:443 420 sec: 5035970 operations; 12000.1 current ops/sec; est completion in 23 hours 2 minutes [READ: Count=113999, Max=26847, Min=1332, Avg=2544.66, 90=3467, 99=6491, 99.9=11983, 99.99=19743] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6003, Max=50463, Min=3600, Avg=7662.13, 90=10335, 99=21119, 99.9=38623, 99.99=49791] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:38:05:443 430 sec: 5155964 operations; 11999.4 current ops/sec; est completion in 23 hours 2 minutes [READ: Count=113917, Max=45439, Min=1322, Avg=2625.94, 90=3561, 99=8175, 99.9=18383, 99.99=30975] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6070, Max=95871, Min=3948, Avg=9792.4, 90=14807, 99=57535, 99.9=75967, 99.99=83391] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:38:15:443 440 sec: 5275966 operations; 12000.2 current ops/sec; est completion in 23 hours 2 minutes [READ: Count=113998, Max=32559, Min=1329, Avg=2564.25, 90=3517, 99=6795, 99.9=12871, 99.99=23375] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6013, Max=137215, Min=3896, Avg=8528.58, 90=11663, 99=36319, 99.9=115135, 99.99=136319] [READ-FAILED: Count=1, Max=2153, Min=2152, Avg=2153, 90=2153, 99=2153, 99.9=2153, 99.99=2153] 
2023-05-08 14:38:25:443 450 sec: 5395930 operations; 11996.4 current ops/sec; est completion in 23 hours 2 minutes [READ: Count=113824, Max=78335, Min=1343, Avg=2690.17, 90=3719, 99=8615, 99.9=22383, 99.99=39967] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6136, Max=63231, Min=3772, Avg=8216.45, 90=11527, 99=31551, 99.9=52255, 99.99=61791] [READ-FAILED: Count=2, Max=2661, Min=2230, Avg=2446, 90=2661, 99=2661, 99.9=2661, 99.99=2661] 
2023-05-08 14:38:35:443 460 sec: 5515970 operations; 12004 current ops/sec; est completion in 23 hours 2 minutes [READ: Count=114176, Max=135551, Min=1349, Avg=2811.7, 90=3801, 99=11223, 99.9=37823, 99.99=76223] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5857, Max=417023, Min=3786, Avg=12194.52, 90=14655, 99=109375, 99.9=391679, 99.99=405759] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:38:45:443 470 sec: 5635966 operations; 11999.6 current ops/sec; est completion in 23 hours 1 minute [READ: Count=113910, Max=30495, Min=1313, Avg=2566.55, 90=3487, 99=7619, 99.9=14743, 99.99=24191] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6091, Max=164351, Min=3840, Avg=10727.48, 90=14671, 99=73727, 99.9=126207, 99.99=148735] [READ-FAILED: Count=1, Max=1887, Min=1887, Avg=1887, 90=1887, 99=1887, 99.9=1887, 99.99=1887] 
2023-05-08 14:38:55:443 480 sec: 5755971 operations; 12000.5 current ops/sec; est completion in 23 hours 1 minute [READ: Count=113909, Max=100351, Min=1328, Avg=2575.26, 90=3431, 99=7535, 99.9=20383, 99.99=68671] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6113, Max=309759, Min=3910, Avg=11482.72, 90=12767, 99=152575, 99.9=278527, 99.99=309503] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:39:05:443 490 sec: 5875975 operations; 12000.4 current ops/sec; est completion in 23 hours 1 minute [READ: Count=114035, Max=23391, Min=1307, Avg=2407.86, 90=3187, 99=5107, 99.9=9343, 99.99=16199] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5944, Max=71807, Min=3832, Avg=6821.26, 90=8671, 99=14879, 99.9=57183, 99.99=71615] [READ-FAILED: Count=2, Max=1987, Min=1805, Avg=1896, 90=1987, 99=1987, 99.9=1987, 99.99=1987] 
2023-05-08 14:39:15:443 500 sec: 5995965 operations; 11999 current ops/sec; est completion in 23 hours 1 minute [READ: Count=114074, Max=31407, Min=1307, Avg=2436.55, 90=3235, 99=5423, 99.9=10127, 99.99=19391] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5924, Max=31199, Min=3866, Avg=7003.98, 90=9311, 99=16479, 99.9=26223, 99.99=29839] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:39:25:443 510 sec: 6115970 operations; 12000.5 current ops/sec; est completion in 23 hours 1 minute [READ: Count=113902, Max=55615, Min=1326, Avg=2525.6, 90=3409, 99=6407, 99.9=14415, 99.99=24719] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6099, Max=276223, Min=3666, Avg=9418.5, 90=12055, 99=50559, 99.9=252287, 99.99=269567] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:39:35:443 520 sec: 6235965 operations; 11999.5 current ops/sec; est completion in 23 hours [READ: Count=114064, Max=189951, Min=1316, Avg=2531.3, 90=3371, 99=6527, 99.9=14975, 99.99=93311] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5932, Max=258175, Min=3794, Avg=8369.3, 90=10279, 99=36543, 99.9=237823, 99.99=255103] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:39:45:443 530 sec: 6355945 operations; 11998 current ops/sec; est completion in 23 hours [READ: Count=114109, Max=35967, Min=1303, Avg=2564.41, 90=3465, 99=7515, 99.9=15399, 99.99=25535] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5877, Max=137983, Min=3810, Avg=8951.51, 90=11503, 99=54431, 99.9=95743, 99.99=101503] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:39:55:443 540 sec: 6475970 operations; 12002.5 current ops/sec; est completion in 23 hours [READ: Count=113976, Max=42335, Min=1295, Avg=2502.62, 90=3389, 99=6263, 99.9=12015, 99.99=18671] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6040, Max=132735, Min=3908, Avg=7885.83, 90=10495, 99=32991, 99.9=113983, 99.99=131455] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:40:05:443 550 sec: 6595963 operations; 11999.3 current ops/sec; est completion in 23 hours [READ: Count=113944, Max=52031, Min=1322, Avg=2631.7, 90=3645, 99=7675, 99.9=15679, 99.99=30399] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6054, Max=42239, Min=3800, Avg=7933.56, 90=11471, 99=23263, 99.9=34463, 99.99=40863] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:40:15:443 560 sec: 6715893 operations; 11993 current ops/sec; est completion in 23 hours [READ: Count=113928, Max=28991, Min=1337, Avg=2567.25, 90=3495, 99=7127, 99.9=14663, 99.99=23519] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5990, Max=70079, Min=3920, Avg=7791.45, 90=10983, 99=22143, 99.9=61567, 99.99=68799] [READ-FAILED: Count=1, Max=1904, Min=1904, Avg=1904, 90=1904, 99=1904, 99.9=1904, 99.99=1904] 
2023-05-08 14:40:25:443 570 sec: 6833623 operations; 11773 current ops/sec; est completion in 23 hours [READ: Count=111945, Max=350975, Min=1295, Avg=3064.79, 90=4003, 99=15063, 99.9=59359, 99.99=302847] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5786, Max=580607, Min=3720, Avg=28316.74, 90=61599, 99=337407, 99.9=559103, 99.99=578559] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:40:35:443 580 sec: 6955971 operations; 12234.8 current ops/sec; est completion in 22 hours 59 minutes [READ: Count=116289, Max=118207, Min=1358, Avg=2786.67, 90=3761, 99=11087, 99.9=33631, 99.99=53791] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6069, Max=296447, Min=3784, Avg=16578.82, 90=21519, 99=222719, 99.9=272895, 99.99=291839] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:40:45:443 590 sec: 7075967 operations; 11999.6 current ops/sec; est completion in 22 hours 59 minutes [READ: Count=114011, Max=148479, Min=1339, Avg=2468.48, 90=3251, 99=5867, 99.9=14727, 99.99=35999] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5981, Max=305919, Min=3816, Avg=9407.73, 90=10639, 99=48511, 99.9=292607, 99.99=305407] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:40:55:443 600 sec: 7195962 operations; 11999.5 current ops/sec; est completion in 22 hours 59 minutes [READ: Count=114157, Max=28655, Min=1363, Avg=2503.47, 90=3379, 99=6043, 99.9=11983, 99.99=18543] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5839, Max=62527, Min=4030, Avg=7526.45, 90=10231, 99=21407, 99.9=33791, 99.99=42911] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:41:05:443 610 sec: 7315973 operations; 12001.1 current ops/sec; est completion in 22 hours 59 minutes [READ: Count=114118, Max=25503, Min=1352, Avg=2518.34, 90=3419, 99=6175, 99.9=11903, 99.99=16751] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5885, Max=41023, Min=3770, Avg=7239.95, 90=9695, 99=15879, 99.9=27615, 99.99=37471] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:41:15:443 620 sec: 7435972 operations; 11999.9 current ops/sec; est completion in 22 hours 59 minutes [READ: Count=114011, Max=23247, Min=1337, Avg=2470.8, 90=3291, 99=5755, 99.9=11327, 99.99=17663] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5990, Max=80447, Min=3732, Avg=7255.6, 90=9527, 99=16751, 99.9=69567, 99.99=75199] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:41:25:443 630 sec: 7555972 operations; 12000 current ops/sec; est completion in 22 hours 59 minutes [READ: Count=113940, Max=191999, Min=1313, Avg=2718.53, 90=3559, 99=8911, 99.9=50463, 99.99=93119] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6068, Max=165759, Min=3694, Avg=11160.39, 90=13975, 99=92415, 99.9=145407, 99.99=164735] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:41:35:443 640 sec: 7675959 operations; 11998.7 current ops/sec; est completion in 22 hours 58 minutes [READ: Count=113913, Max=50303, Min=1304, Avg=2602.03, 90=3567, 99=7359, 99.9=15343, 99.99=30111] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6082, Max=84223, Min=3878, Avg=7836.66, 90=10567, 99=28751, 99.9=66687, 99.99=83903] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:41:45:443 650 sec: 7795970 operations; 12001.1 current ops/sec; est completion in 22 hours 58 minutes [READ: Count=113963, Max=70911, Min=1293, Avg=2660.9, 90=3649, 99=8031, 99.9=23199, 99.99=55743] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6033, Max=61727, Min=3726, Avg=8094.28, 90=11703, 99=23855, 99.9=46687, 99.99=57951] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:41:55:443 660 sec: 7915969 operations; 11999.9 current ops/sec; est completion in 22 hours 58 minutes [READ: Count=113999, Max=35967, Min=1316, Avg=2614.79, 90=3579, 99=8059, 99.9=17007, 99.99=24159] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6000, Max=147071, Min=3862, Avg=10039.24, 90=13703, 99=69119, 99.9=132095, 99.99=143743] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:42:05:443 670 sec: 8032980 operations; 11701.1 current ops/sec; est completion in 22 hours 58 minutes [READ: Count=111172, Max=196223, Min=1334, Avg=2711.35, 90=3579, 99=9487, 99.9=31087, 99.99=154751] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5839, Max=443903, Min=3750, Avg=25112.59, 90=23247, 99=353023, 99.9=401919, 99.99=419071] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:42:15:443 680 sec: 8155969 operations; 12298.9 current ops/sec; est completion in 22 hours 58 minutes [READ: Count=116614, Max=137983, Min=1324, Avg=3083.82, 90=4331, 99=16143, 99.9=40415, 99.99=79807] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6386, Max=474879, Min=3782, Avg=34761.21, 90=56671, 99=366335, 99.9=444159, 99.99=460287] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:42:25:443 690 sec: 8275962 operations; 11999.3 current ops/sec; est completion in 22 hours 57 minutes [READ: Count=113996, Max=34591, Min=1360, Avg=2552.53, 90=3443, 99=7055, 99.9=15743, 99.99=27039] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5990, Max=39487, Min=3774, Avg=7359.19, 90=10039, 99=19439, 99.9=34335, 99.99=39039] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:42:35:443 700 sec: 8395968 operations; 12000.6 current ops/sec; est completion in 22 hours 57 minutes [READ: Count=113959, Max=29407, Min=1308, Avg=2508.79, 90=3407, 99=5967, 99.9=11183, 99.99=17935] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6047, Max=26751, Min=3704, Avg=7155.21, 90=9575, 99=16231, 99.9=23087, 99.99=26287] [READ-FAILED: Count=1, Max=1532, Min=1532, Avg=1532, 90=1532, 99=1532, 99.9=1532, 99.99=1532] 
2023-05-08 14:42:45:443 710 sec: 8515971 operations; 12000.3 current ops/sec; est completion in 22 hours 57 minutes [READ: Count=114061, Max=54687, Min=1350, Avg=2639.26, 90=3533, 99=8935, 99.9=24927, 99.99=36191] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5937, Max=197375, Min=3694, Avg=10123.74, 90=12511, 99=82687, 99.9=180863, 99.99=196479] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:42:55:443 720 sec: 8635971 operations; 12000 current ops/sec; est completion in 22 hours 57 minutes [READ: Count=114027, Max=41823, Min=1321, Avg=2494.15, 90=3329, 99=6035, 99.9=13863, 99.99=33311] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5977, Max=57631, Min=3722, Avg=7481.86, 90=10055, 99=23311, 99.9=47519, 99.99=55039] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:43:05:443 730 sec: 8755960 operations; 11998.9 current ops/sec; est completion in 22 hours 57 minutes [READ: Count=113960, Max=27743, Min=1337, Avg=2485.67, 90=3351, 99=6043, 99.9=11759, 99.99=19375] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6028, Max=67903, Min=3738, Avg=7202.36, 90=9599, 99=19455, 99.9=49727, 99.99=66879] [READ-FAILED: Count=1, Max=2167, Min=2166, Avg=2167, 90=2167, 99=2167, 99.9=2167, 99.99=2167] 
2023-05-08 14:43:15:443 740 sec: 8875951 operations; 11999.1 current ops/sec; est completion in 22 hours 57 minutes [READ: Count=114087, Max=45855, Min=1318, Avg=2582.14, 90=3541, 99=7211, 99.9=14351, 99.99=23279] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=5913, Max=77375, Min=3848, Avg=8102.55, 90=11535, 99=26943, 99.9=65151, 99.99=75775] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
2023-05-08 14:43:25:443 750 sec: 8995957 operations; 12000.6 current ops/sec; est completion in 22 hours 56 minutes [READ: Count=113879, Max=92287, Min=1320, Avg=2752.22, 90=3799, 99=9983, 99.9=23887, 99.99=46911] [UPDATE-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=6119, Max=299775, Min=3822, Avg=10408.06, 90=14807, 99=54143, 99.9=273919, 99.99=289535] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=?, 90=0, 99=0, 99.9=0, 99.99=0] 
